Frame #,Body Pink X,Body Pink Y,Hand Pink X,Hand Pink Y,Shoulder Green X,Shoulder Green Y,Elbow Orange X,Elbow Orange Y,Timestamp (microseconds),angles,Seconds
100.0,375.5,1250.5,405.2255554,1564.949951,297.1252747,1019.391479,312.1544189,1258.288086,1659657804353330.2,0.1238560318451749,1.65000025
101.0,375.5,1250.5,405.2255554,1564.949951,297.1252747,1019.391479,312.3024292,1258.171997,1659657804369996.8,0.1238560318451749,1.66666675
102.0,375.5,1250.5,405.2255554,1564.949951,297.2424316,1019.5,312.1620483,1258.116943,1659657804386663.5,0.1238437760267672,1.6833335
103.0,375.5,1250.5,405.2255554,1564.949951,297.2424316,1019.5,312.3420715,1258.19043,1659657804403330.0,0.1238437760267672,1.7
104.0,375.5,1250.5,405.2255554,1564.949951,297.1252747,1019.608521,312.3440857,1258.147583,1659657804419996.8,0.1239216621125033,1.71666675
105.0,375.6107788,1250.171509,405.2255554,1564.949951,297.4375,1019.481262,312.334259,1258.111084,1659657804436663.5,0.1237630454284938,1.7333335
106.0,375.6107788,1250.171509,405.2793884,1565.169312,297.8178101,1019.380981,312.1933289,1258.265747,1659657804453330.0,0.124662281027173,1.75
107.0,375.6107788,1250.171509,405.2255554,1564.949951,297.9535217,1019.359619,312.1922302,1258.306763,1659657804469996.8,0.1235275687375291,1.76666675
108.0,375.5,1250.5,405.2255554,1564.949951,297.8178101,1019.380981,312.1933289,1258.265747,1659657804486663.2,0.1235863123520699,1.78333325
109.0,375.5,1250.5,405.2255554,1564.949951,298.0,1019.5,312.2062683,1258.436523,1659657804503330.0,0.1235519449653902,1.8
110.0,375.5,1250.5,405.2255554,1564.949951,297.8178101,1019.380981,312.155304,1258.247192,1659657804519996.8,0.1235863123520699,1.81666675
111.0,375.6107788,1250.171509,405.2255554,1564.949951,297.9605408,1019.552612,312.0279236,1258.226196,1659657804536663.2,0.1235830247825253,1.83333325
112.0,375.5,1250.5,405.1436157,1565.279907,298.1587219,1019.434509,312.0815125,1258.413086,1659657804553330.0,0.1086428056801795,1.85
113.0,375.5,1250.5,405.2255554,1564.949951,297.6889038,1019.420227,312.0478821,1258.578857,1659657804569996.5,0.1236478116162539,1.8666665
114.0,375.5,1250.5,405.1436157,1565.279907,297.9813538,1019.44928,311.99823,1258.540894,1659657804586663.5,0.108706104953222,1.8833335
115.0,375.5,1250.5,405.5,1565.5,297.9813538,1019.55072,311.8883057,1259.063599,1659657804603330.2,0.1403750607872398,1.90000025
116.0,375.6236572,1250.668823,405.233551,1565.376587,298.1587219,1019.434509,312.04422,1259.067993,1659657804619996.8,0.1158169147063694,1.91666675
117.0,375.5,1250.5,405.3513489,1565.526978,297.9813538,1019.55072,311.7388306,1259.376343,1659657804636663.5,0.1248202060119421,1.9333335
118.0,375.6236572,1250.668823,405.3556824,1565.602783,298.0589294,1019.5,311.5427246,1259.391968,1659657804653330.0,0.1237173698019631,1.95
119.0,375.5,1251.0,405.2505493,1565.809082,298.0589294,1019.5,311.697052,1259.440063,1659657804669996.8,0.1090072888503951,1.96666675
120.0,375.5,1251.0,405.3556824,1565.602783,297.9624939,1019.677063,311.4179382,1259.443604,1659657804686663.5,0.123792129940386,1.9833335
121.0,375.5,1251.0,405.2368164,1565.93042,297.8854675,1019.623718,311.499115,1259.584229,1659657804703330.0,0.1052835215148093,2.0
122.0,375.6236572,1250.668823,405.1081543,1565.84436,297.7480164,1019.680542,311.3956604,1259.562744,1659657804719996.8,0.0940422879135279,2.01666675
123.0,375.6236572,1250.668823,405.0488892,1565.974487,297.6060486,1019.767029,311.2755432,1259.683594,1659657804736663.2,0.0855233940669805,2.03333325
124.0,375.5,1251.0,404.7692261,1566.216309,297.432312,1019.723206,311.459198,1259.441284,1659657804753330.0,0.0525161635465084,2.05
125.0,375.5,1251.0,404.7692261,1566.216309,297.1199951,1019.820007,311.2438049,1259.46814,1659657804769996.8,0.0525918315309233,2.06666675
126.0,375.5,1251.0,404.6623535,1565.959106,296.9953918,1019.719543,311.2166138,1259.385498,1659657804786663.2,0.0469338885788752,2.08333325
127.0,375.5,1251.0,404.5839233,1566.439697,296.555542,1019.956787,311.0994873,1259.237305,1659657804803330.0,0.0295626446615347,2.1
128.0,375.5,1251.0,404.7597656,1566.441406,296.615387,1019.78418,310.79599,1259.508179,1659657804819996.5,0.0472400526985839,2.1166665
129.0,375.5,1251.0,404.4428101,1566.629761,296.4339294,1020.122314,310.8861084,1259.779663,1659657804836663.5,0.0115651907928295,2.1333335
130.0,375.5,1251.0,404.2372437,1566.300171,296.5783081,1020.066284,310.3828125,1259.852417,1659657804853330.2,0.0026474810432224,2.15000025
131.0,375.5,1251.0,404.0814819,1566.485229,296.430481,1020.24762,310.6998291,1259.326904,1659657804869996.8,0.0220223851580402,2.16666675
132.0,375.3794556,1251.186523,403.6486511,1566.445923,296.3482361,1020.337036,310.4005127,1259.812378,1659657804886663.5,0.0649393067989352,2.1833335
133.0,375.3794556,1251.186523,403.5,1566.5,296.4402161,1020.429321,310.359375,1260.028809,1659657804903330.0,0.0810596098265968,2.2
134.0,375.3794556,1251.186523,403.5,1566.5,296.4402161,1020.429321,310.0249023,1259.808838,1659657804919996.8,0.0810596098265968,2.21666675
135.0,375.3794556,1251.186523,403.3513489,1566.554077,296.553772,1020.516113,310.1985474,1259.855225,1659657804936663.5,0.0971886235033765,2.2333335
136.0,375.3794556,1251.186523,403.1793213,1567.027466,296.0662537,1020.578308,309.7340698,1260.244995,1659657804953330.0,0.1238386570212845,2.25
137.0,375.5,1251.5,403.0673523,1566.96228,296.4725342,1020.598877,309.9057007,1260.134399,1659657804969996.8,0.1339379837012638,2.26666675
138.0,375.5,1251.5,402.5785828,1566.626221,295.8719482,1020.352173,309.5463867,1259.963867,1659657804986663.2,0.1764873535868758,2.28333325
139.0,375.5,1251.5,402.5518494,1566.872925,295.6184998,1020.564575,309.4173584,1259.973755,1659657805003330.0,0.1840532325580899,2.3
140.0,375.5,1251.5,402.5785828,1566.626221,295.6799316,1020.5,309.3922119,1259.929321,1659657805019996.8,0.1764723134397392,2.31666675
141.0,375.3917236,1251.312622,401.8990784,1566.883179,295.3960876,1020.529419,309.2927856,1259.959473,1659657805036663.2,0.2501267951175843,2.33333325
142.0,375.3917236,1251.312622,401.8030396,1567.070313,295.3333435,1020.537842,309.1440125,1259.670288,1659657805053330.0,0.2634982864009671,2.35
143.0,375.3917236,1251.312622,401.7494507,1566.932617,295.0558777,1020.564575,309.1847839,1259.743652,1659657805069996.5,0.2661333449073935,2.3666665
144.0,374.7496033,1251.16748,401.4845581,1566.964966,295.0,1020.5,309.1021423,1259.735718,1659657805086663.5,0.2934826869424749,2.3833335
145.0,374.7496033,1251.16748,401.6443176,1567.148071,294.9880981,1020.440491,308.9904175,1259.738037,1659657805103330.2,0.2809232248282946,2.40000025
146.0,374.9192505,1251.407227,401.4276733,1567.077515,294.9880981,1020.440491,308.9850464,1259.824097,1659657805119996.8,0.3014098369721252,2.41666675
147.0,374.6082458,1250.891724,401.1436157,1567.279907,295.0421753,1020.409668,309.1021423,1259.735718,1659657805136663.5,0.3340645951978683,2.4333335
148.0,374.8016663,1251.5,401.1436157,1567.279907,295.0421753,1020.409668,309.0649719,1259.507568,1659657805153330.0,0.3340645951978683,2.45
149.0,374.6429749,1251.262207,400.9924622,1567.300049,295.0421753,1020.409668,308.934082,1259.382568,1659657805169996.8,0.3497213365011534,2.46666675
150.0,374.8016663,1251.5,400.9451599,1567.427246,294.9142151,1020.506836,308.806427,1259.37207,1659657805186663.5,0.3570095687856763,2.4833335
151.0,374.8016663,1251.5,400.6677856,1567.608276,295.0421753,1020.409668,309.0429077,1259.713257,1659657805203330.0,0.3885189643835294,2.5
152.0,374.5,1251.0,400.6994629,1567.251831,294.7902527,1020.359558,309.2756042,1259.474854,1659657805219996.8,0.3782602621246366,2.51666675
153.0,374.5,1251.0,400.5346375,1567.80957,295.0421753,1020.409668,309.6912231,1259.783325,1659657805236663.2,0.4058767206251741,2.53333325
154.0,374.5,1251.0,400.8327942,1567.631714,295.27005,1020.40509,310.0884399,1259.61731,1659657805253330.0,0.3723704983233716,2.55
155.0,374.8287659,1251.0802,401.0188904,1568.004395,295.27005,1020.40509,310.3708801,1259.568726,1659657805269996.8,0.3608503728558329,2.56666675
156.0,374.5,1251.0,401.0188904,1568.004395,295.6140442,1020.241699,310.6114197,1259.350586,1659657805286663.2,0.360801336891297,2.58333325
157.0,374.5,1251.0,401.5162354,1568.010864,295.808075,1020.034363,310.934082,1259.382568,1659657805303330.0,0.3106818646962801,2.6
158.0,374.6429749,1251.262207,402.1009521,1567.84436,296.3183594,1020.050537,312.4003906,1259.397583,1659657805319996.5,0.2485562975729733,2.6166665
159.0,374.5,1251.0,403.1021423,1568.802124,296.4666748,1020.171143,312.6898804,1259.416016,1659657805336663.5,0.1664394628574159,2.6333335
160.0,374.3570251,1251.262207,404.2578125,1567.87915,296.5043945,1020.308655,313.6801758,1259.609009,1659657805353330.2,0.0319314348693758,2.65000025
161.0,374.5,1251.0,405.8067932,1568.325928,296.7592468,1020.416687,314.5833435,1258.900024,1659657805369996.8,0.1151316039704375,2.66666675
162.0,374.3570251,1251.262207,407.5154419,1568.035034,297.5394897,1020.726379,315.6975403,1259.765381,1659657805386663.5,0.2931914566561873,2.6833335
163.0,374.5,1251.0,409.5154419,1568.035034,298.0070496,1020.686096,316.7370911,1259.360962,1659657805403330.0,0.4944713230300988,2.7
164.0,374.3570251,1251.262207,412.0075378,1567.699951,298.4184875,1020.581543,318.7938232,1259.148682,1659657805419996.8,0.7518286508740448,2.71666675
165.0,374.3570251,1251.262207,414.9451599,1567.427246,298.5,1020.5,320.5575867,1259.012939,1659657805436663.5,1.0521719168386436,2.7333335
166.0,374.3570251,1251.262207,418.513855,1567.184326,298.7361755,1020.586426,322.5934448,1258.992188,1659657805453330.0,1.4150997008562374,2.75
167.0,374.0544128,1251.079956,422.1727295,1567.065674,299.3487549,1020.915222,325.278595,1259.314453,1659657805469996.8,1.7849564921256131,2.76666675
168.0,373.7309265,1251.0,426.7948608,1565.900391,300.4127808,1021.075562,328.2370911,1259.486572,1659657805486663.2,2.274883821080541,2.78333325
169.0,373.6082764,1251.312622,431.933136,1565.177979,300.6666565,1021.180969,331.0965881,1258.830444,1659657805503330.0,2.804860637164557,2.8
170.0,373.2690735,1251.0,437.9055176,1564.410889,301.7131348,1021.337402,334.5591431,1259.058228,1659657805519996.8,3.4200381813435627,2.81666675
171.0,373.0486145,1251.494751,445.4276733,1563.077515,302.6267395,1021.403198,338.5,1258.5,1659657805536663.2,4.201839175454091,2.83333325
172.0,374.3903809,1250.735718,452.9320068,1560.893677,302.7525635,1021.400818,342.5635376,1258.206299,1659657805553330.0,5.001538110105321,2.85
173.0,374.3903809,1250.735718,452.9320068,1560.893677,303.8227234,1021.74762,346.8869934,1257.681885,1659657805569996.5,5.007525750266492,2.8666665
174.0,374.3903809,1250.735718,452.9320068,1560.893677,304.2003479,1022.152466,352.116394,1256.567017,1659657805586663.5,5.012060265416208,2.8833335
175.0,374.3903809,1250.735718,452.9320068,1560.893677,305.4974976,1022.348389,357.0334167,1256.031616,1659657805603330.2,5.01736411505189,2.90000025
176.0,374.3903809,1250.735718,452.9320068,1560.893677,306.3482361,1022.337036,362.926239,1254.437134,1659657805619996.8,5.019614903505596,2.91666675
177.0,374.3903809,1250.735718,452.9320068,1560.893677,307.234436,1022.014648,368.5793762,1252.648804,1659657805636663.5,5.01925394282694,2.9333335
178.0,374.3903809,1250.735718,452.9320068,1560.893677,308.2116089,1021.876404,374.999054,1250.953857,1659657805653330.0,5.020701074999502,2.95
179.0,374.3903809,1250.735718,452.9320068,1560.893677,308.6195984,1021.591309,381.4104004,1248.444702,1659657805669996.8,5.019329259737264,2.96666675
180.0,374.3903809,1250.735718,452.9320068,1560.893677,309.7968445,1021.205139,388.6007385,1245.953857,1659657805686663.5,5.019111515453995,2.9833335
181.0,374.3903809,1250.735718,452.9320068,1560.893677,310.467041,1020.736267,395.999054,1242.315063,1659657805703330.0,5.016809850104141,3.0
182.0,374.3903809,1250.735718,452.9320068,1560.893677,310.4874878,1020.262024,403.8093872,1238.486206,1659657805719996.8,5.012762804098975,3.01666675
183.0,374.3903809,1250.735718,452.9320068,1560.893677,310.3790588,1019.921875,411.3938599,1233.816406,1659657805736663.2,5.009544407968867,3.03333325
184.0,374.3903809,1250.735718,452.9320068,1560.893677,310.2320557,1019.531616,419.8500061,1228.5,1659657805753330.0,5.005798293445908,3.05
185.0,371.3996582,1249.673706,637.3972168,1463.415894,310.4320984,1018.932129,428.3940125,1222.065308,1659657805769996.8,26.60805050091892,3.06666675
186.0,371.5,1249.5,656.8778687,1445.280762,310.2015381,1018.178284,437.4118652,1214.664795,1659657805786663.2,29.325364302151744,3.08333325
