Frame #,Wrist Pink X,Wrist Pink Y,Hip Pink X,Hip Pink Y,Head Pink X,Head Pink Y,Elbow Pink X,Elbow Pink Y,Shoulder Green X,Shoulder Green Y,angles,Timestamp (microseconds),Seconds
135.0,499.3283386,1572.558105,836.7036743,1331.446533,1019.861877,429.2565002,645.6125488,1213.327881,789.4174194,891.7406006,29.21637187,1658799254233333.2,2.23333325
136.0,495.1360474,1570.924194,836.7036743,1331.446533,1019.239319,429.3245239,644.8519897,1213.475586,789.4390869,892.2156982,29.58445272,1658799254250000.0,2.25
137.0,490.3823547,1568.696411,836.7036743,1331.446533,1018.861938,429.2918701,644.2000122,1213.672729,789.5,892.5,30.00027278,1658799254266666.8,2.26666675
138.0,484.6225891,1566.390015,836.7036743,1331.446533,1018.98645,429.0632324,643.3554077,1213.546997,789.5637207,892.6428833,30.48340707,1658799254283333.2,2.28333325
139.0,476.7228088,1562.621582,836.7036743,1331.446533,1018.735901,428.787323,641.6400757,1213.209961,789.7338867,893.1309204,31.17424793,1658799254300000.0,2.3
140.0,469.7770386,1558.882813,836.7036743,1331.446533,1018.713867,428.6810303,639.9730225,1212.821533,789.7206421,893.2793579,31.79298471,1658799254316666.5,2.3166665
141.0,461.0932312,1553.880127,836.7036743,1331.446533,1018.71405,428.6104736,638.4020996,1212.092285,790.0680542,893.5916748,32.56342851,1658799254333333.2,2.33333325
142.0,450.1439819,1548.611938,837.0455933,1331.463623,1019.5578,428.4422302,635.6709595,1211.206543,790.0133667,893.7953491,33.56418057,1658799254350000.0,2.35
143.0,439.0692444,1542.835205,837.0455933,1331.463623,1020.144043,428.0845337,633.1765747,1209.803955,790.0133667,893.7953491,34.53417313,1658799254366666.5,2.3666665
144.0,427.9284363,1536.107544,837.121582,1331.691772,1020.321289,427.8899536,629.6799316,1208.245605,790.131958,893.937439,35.55113335,1658799254383333.5,2.3833335
145.0,414.8930969,1527.914917,837.2714233,1331.49292,1020.885315,427.5374756,625.4584351,1206.134033,790.288208,894.1374512,36.77036712,1658799254400000.0,2.4
146.0,414.8930969,1527.914917,836.9238892,1331.480469,1020.885315,427.5374756,621.0429688,1203.957031,790.288208,894.1374512,36.725526,1658799254416666.8,2.41666675
147.0,387.730072,1508.645386,836.9238892,1331.480469,1022.747009,427.4321594,616.6156006,1200.866821,790.288208,894.1374512,39.3150993,1658799254433333.5,2.4333335
148.0,374.3830566,1497.921387,836.9238892,1331.480469,1023.516846,427.2662659,611.4185181,1197.052368,790.0133667,893.7953491,40.64496462,1658799254450000.0,2.45
149.0,358.1302185,1485.442383,836.8424072,1331.249146,1024.682617,427.0915833,606.2459717,1193.973999,790.2666626,893.364563,42.19582783,1658799254466666.8,2.46666675
150.0,342.3003235,1471.297241,836.8424072,1331.249146,1025.634521,427.3646851,599.4205933,1190.351318,790.1867676,893.237915,43.84894978,1658799254483333.2,2.48333325
151.0,342.3003235,1471.297241,837.0296021,1331.28833,1025.634521,427.3646851,593.7682495,1185.67627,790.3312378,893.1659546,43.85843706,1658799254500000.0,2.5
152.0,307.2616882,1438.102417,837.0296021,1331.28833,1028.172119,427.6212463,586.725769,1181.086792,790.3951416,892.2963867,47.57826142,1658799254516666.8,2.51666675
153.0,307.2616882,1438.102417,837.1981812,1331.248901,1028.172119,427.6212463,580.1271362,1174.42688,790.3474731,891.3792114,47.54355979,1658799254533333.2,2.53333325
154.0,307.2616882,1438.102417,837.1981812,1331.248901,1028.172119,427.6212463,571.6275635,1167.878052,790.383606,890.8705444,47.50763029,1658799254550000.0,2.55
155.0,307.2616882,1438.102417,837.1981812,1331.248901,1028.172119,427.6212463,564.3033447,1160.929321,790.3927612,889.713501,47.43117754,1658799254566666.5,2.5666665
156.0,307.2616882,1438.102417,837.1981812,1331.248901,1028.172119,427.6212463,556.1633911,1152.876709,790.3312378,889.1659546,47.39964493,1658799254583333.2,2.58333325
157.0,307.2616882,1438.102417,837.2965698,1330.88855,1028.172119,427.6212463,548.038147,1144.026123,790.3927612,887.713501,47.31809984,1658799254600000.0,2.6
158.0,307.2616882,1438.102417,837.2965698,1330.88855,1028.172119,427.6212463,538.5687866,1132.815308,790.4453125,886.4453125,47.23200878,1658799254616666.5,2.6166665
159.0,168.9015198,1250.926514,837.2965698,1330.88855,1031.240723,428.3564758,530.1980591,1122.258057,790.6313477,885.0960693,65.50304381,1658799254633333.5,2.6333335
160.0,168.9015198,1250.926514,837.2965698,1330.88855,1031.240723,428.3564758,520.869812,1109.561035,790.5625,883.3078003,65.36301616,1658799254650000.0,2.65
161.0,168.9015198,1250.926514,837.2965698,1330.88855,1031.240723,428.3564758,511.1740417,1096.806519,790.7285156,881.5625,65.20676865,1658799254666666.8,2.66666675
