Frame #,Index Pink X,Index Pink Y,Thumb Pink X,Thumb Pink Y,Hand Green X,Hand Green Y,Timestamp (microseconds),Seconds
121,262.5,883.5,288.7371216,915.8618164,535.5625,1058.322876,1.66079E+15,2
122,262.5,883.5,288.7371216,915.8618164,535.5625,1058.322876,1.66079E+15,2.01666675
123,262.5,883.5,288.7371216,915.8618164,535.7012329,1058.138306,1.66079E+15,2.03333325
124,262.5,883.5,288.7371216,915.8618164,536.3903809,1058.264282,1.66079E+15,2.05
125,262.5,883.5,288.7371216,915.8618164,536.444458,1057.620117,1.66079E+15,2.0666665
126,262.5,883.5,288.7371216,915.8618164,536.5,1057.5,1.66079E+15,2.08333325
127,262.5,883.5,288.7371216,915.8618164,536.4411621,1057.039185,1.66079E+15,2.1
128,262.5,883.5,288.7371216,915.8618164,536.4411621,1057.039185,1.66079E+15,2.1166665
129,262.5,883.5,288.7371216,915.8618164,536.5,1057,1.66079E+15,2.1333335
130,262.5,883.5,288.7371216,915.8618164,536.5,1056.5,1.66079E+15,2.15
131,262.5,883.5,288.7371216,915.8618164,536.397583,1056.171265,1.66079E+15,2.16666675
132,262.5,883.5,288.7371216,915.8618164,536.9807739,1056.272461,1.66079E+15,2.1833335
133,262.5,883.5,288.7371216,915.8618164,537.6897583,1055.155151,1.66079E+15,2.2
134,262.5,883.5,288.7371216,915.8618164,538.4285889,1054.722168,1.66079E+15,2.21666675
135,262.5,883.5,288.7371216,915.8618164,539.300293,1053.873901,1.66079E+15,2.23333325
136,262.5,883.5,288.7371216,915.8618164,539.6723633,1053.267822,1.66079E+15,2.25
137,262.5,883.5,288.7371216,915.8618164,541.2404785,1052.359497,1.66079E+15,2.26666675
138,262.5,883.5,288.7371216,915.8618164,542.7027588,1051.819458,1.66079E+15,2.28333325
139,262.5,883.5,288.7371216,915.8618164,543.5,1051,1.66079E+15,2.3
140,262.5,883.5,288.7371216,915.8618164,545,1051.131592,1.66079E+15,2.3166665
141,262.5,883.5,288.7371216,915.8618164,545.4436646,1051.028198,1.66079E+15,2.33333325
142,262.5,883.5,288.7371216,915.8618164,546.1316528,1050.719849,1.66079E+15,2.35
143,262.5,883.5,288.7371216,915.8618164,547.178772,1050.379272,1.66079E+15,2.3666665
144,262.5,883.5,288.7371216,915.8618164,547.178772,1050.379272,1.66079E+15,2.3833335
145,262.5,883.5,288.7371216,915.8618164,547.178772,1050.379272,1.66079E+15,2.4
146,262.5,883.5,288.7371216,915.8618164,546.6087036,1050.837646,1.66079E+15,2.41666675
147,262.5,883.5,288.7371216,915.8618164,546.5761108,1051.137695,1.66079E+15,2.4333335
148,262.5,883.5,288.7371216,915.8618164,546,1051.318359,1.66079E+15,2.45
149,262.5,883.5,288.7371216,915.8618164,545.4436646,1051.028198,1.66079E+15,2.46666675
150,262.5,883.5,288.7371216,915.8618164,545.8079224,1051.166626,1.66079E+15,2.48333325
151,262.5,883.5,288.7371216,915.8618164,546.2147217,1051.208374,1.66079E+15,2.5
152,262.5,883.5,288.7371216,915.8618164,546.5,1051.267334,1.66079E+15,2.51666675
153,262.5,883.5,288.7371216,915.8618164,546.3395386,1050.862915,1.66079E+15,2.53333325
154,262.5,883.5,288.7371216,915.8618164,547.0341797,1051.361816,1.66079E+15,2.55
155,262.5,883.5,288.7371216,915.8618164,547.0165405,1051.203857,1.66079E+15,2.5666665
156,262.5,883.5,288.7371216,915.8618164,547.5,1051.5,1.66079E+15,2.58333325
157,262.5,883.5,288.7371216,915.8618164,547.5,1051.5,1.66079E+15,2.6
158,262.5,883.5,288.7371216,915.8618164,547.5,1051.5,1.66079E+15,2.6166665
159,262.5,883.5,288.7371216,915.8618164,547.5,1051.5,1.66079E+15,2.6333335
160,262.5,883.5,288.7371216,915.8618164,547.5,1051.5,1.66079E+15,2.65
161,262.5,883.5,288.7371216,915.8618164,547.5,1051.5,1.66079E+15,2.66666675
162,262.5,883.5,288.7371216,915.8618164,547.5,1051.5,1.66079E+15,2.6833335
163,262.5,883.5,288.7371216,915.8618164,547.5,1051.5,1.66079E+15,2.7
164,262.5,883.5,288.7371216,915.8618164,547.5,1051.5,1.66079E+15,2.71666675
165,262.5,883.5,288.7371216,915.8618164,547.4172974,1052.138306,1.66079E+15,2.73333325
166,262.5,883.5,288.7371216,915.8618164,547.4172974,1052.138306,1.66079E+15,2.75
167,262.5,883.5,288.7371216,915.8618164,547.4172974,1052.138306,1.66079E+15,2.76666675
168,262.5,883.5,288.7371216,915.8618164,547.4085083,1052.208008,1.66079E+15,2.78333325
169,262.5,883.5,288.7371216,915.8618164,547.4085083,1052.208008,1.66079E+15,2.8
170,262.5,883.5,288.7371216,915.8618164,547.4085083,1052.208008,1.66079E+15,2.8166665
171,262.5,883.5,288.7371216,915.8618164,547.350647,1052.234619,1.66079E+15,2.83333325
172,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,2.85
173,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,2.8666665
174,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,2.8833335
175,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,2.9
176,262.5,883.5,288.7371216,915.8618164,547.4367065,1052.586548,1.66079E+15,2.91666675
177,262.5,883.5,288.7371216,915.8618164,547.350647,1052.765381,1.66079E+15,2.9333335
178,262.5,883.5,288.7371216,915.8618164,547.4300537,1052.659058,1.66079E+15,2.95
179,262.5,883.5,288.7371216,915.8618164,547.350647,1052.765381,1.66079E+15,2.96666675
180,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,2.98333325
181,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,3
182,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,3.01666675
183,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,3.03333325
184,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,3.05
185,262.5,883.5,288.7371216,915.8618164,547.350647,1052.234619,1.66079E+15,3.0666665
186,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,3.08333325
187,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,3.1
188,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,3.1166665
189,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,3.1333335
190,262.5,883.5,288.7371216,915.8618164,547.5,1052.5,1.66079E+15,3.15
191,262.5,883.5,288.7371216,915.8618164,547.5563354,1051.971802,1.66079E+15,3.16666675
192,262.5,883.5,288.7371216,915.8618164,547.7948608,1052,1.66079E+15,3.1833335
193,262.5,883.5,288.7371216,915.8618164,547.8042603,1051.857178,1.66079E+15,3.2
194,262.5,883.5,288.7371216,915.8618164,547.9832153,1051.717041,1.66079E+15,3.21666675
195,262.5,883.5,288.7371216,915.8618164,548.696228,1051.967773,1.66079E+15,3.23333325
196,262.5,883.5,288.7371216,915.8618164,548.666687,1051.666626,1.66079E+15,3.25
197,262.5,883.5,288.7371216,915.8618164,548.4987183,1051.150146,1.66079E+15,3.26666675
198,262.5,883.5,288.7371216,915.8618164,548.4987183,1051.150146,1.66079E+15,3.28333325
199,262.5,883.5,288.7371216,915.8618164,548.4987183,1051.150146,1.66079E+15,3.3
200,262.5,883.5,288.7371216,915.8618164,548.4987183,1051.150146,1.66079E+15,3.3166665
201,262.5,883.5,288.7371216,915.8618164,548.3311157,1051.702271,1.66079E+15,3.33333325
202,262.5,883.5,288.7371216,915.8618164,548.3311157,1051.702271,1.66079E+15,3.35
203,262.5,883.5,288.7371216,915.8618164,548.3311157,1051.702271,1.66079E+15,3.3666665
204,262.5,883.5,288.7371216,915.8618164,548.6709595,1051.948364,1.66079E+15,3.3833335
205,262.5,883.5,288.7371216,915.8618164,548.6535645,1051.888916,1.66079E+15,3.4
206,262.5,883.5,288.7371216,915.8618164,548.6535645,1051.888916,1.66079E+15,3.41666675
207,262.5,883.5,288.7371216,915.8618164,548.6535645,1051.888916,1.66079E+15,3.4333335
208,262.5,883.5,288.7371216,915.8618164,548.6709595,1051.948364,1.66079E+15,3.45
209,262.5,883.5,288.7371216,915.8618164,548.7478027,1051.883789,1.66079E+15,3.46666675
210,262.5,883.5,288.7371216,915.8618164,549,1052,1.66079E+15,3.48333325
211,262.5,883.5,288.7371216,915.8618164,548.9328613,1052.014893,1.66079E+15,3.5
212,262.5,883.5,288.7371216,915.8618164,548.916687,1052.083374,1.66079E+15,3.51666675
213,262.5,883.5,288.7371216,915.8618164,548.5632935,1052.074951,1.66079E+15,3.53333325
214,262.5,883.5,288.7371216,915.8618164,548.5632935,1052.074951,1.66079E+15,3.55
215,262.5,883.5,288.7371216,915.8618164,548.213623,1051.908447,1.66079E+15,3.5666665
216,262.5,883.5,288.7371216,915.8618164,548.31604,1051.212402,1.66079E+15,3.58333325
217,262.5,883.5,288.7371216,915.8618164,548.31604,1051.212402,1.66079E+15,3.6
218,262.5,883.5,288.7371216,915.8618164,548.2421875,1051.112671,1.66079E+15,3.6166665
219,262.5,883.5,288.7371216,915.8618164,548.333313,1050.833374,1.66079E+15,3.6333335
220,262.5,883.5,288.7371216,915.8618164,548.5933228,1050.748901,1.66079E+15,3.65
221,262.5,883.5,288.7371216,915.8618164,548.5933228,1050.748901,1.66079E+15,3.66666675
222,262.5,883.5,288.7371216,915.8618164,548.6096191,1050.632446,1.66079E+15,3.6833335
223,262.5,883.5,288.7371216,915.8618164,548.4741821,1050.608032,1.66079E+15,3.7
224,262.5,883.5,288.7371216,915.8618164,548.4741821,1050.608032,1.66079E+15,3.71666675
225,262.5,883.5,288.7371216,915.8618164,548.4741821,1050.608032,1.66079E+15,3.73333325
226,262.5,883.5,288.7371216,915.8618164,548.4741821,1050.608032,1.66079E+15,3.75
227,262.5,883.5,288.7371216,915.8618164,549.1223755,1050.453125,1.66079E+15,3.76666675
228,262.5,883.5,288.7371216,915.8618164,549.2839355,1050.328369,1.66079E+15,3.78333325
229,262.5,883.5,288.7371216,915.8618164,549.34552,1050.30896,1.66079E+15,3.8
230,262.5,883.5,288.7371216,915.8618164,549.5,1050.5,1.66079E+15,3.8166665
231,262.5,883.5,288.7371216,915.8618164,549.3236694,1050.934814,1.66079E+15,3.83333325
232,262.5,883.5,288.7371216,915.8618164,549.2511597,1051.028198,1.66079E+15,3.85
233,262.5,883.5,288.7371216,915.8618164,549.0890503,1051.088989,1.66079E+15,3.8666665
234,262.5,883.5,288.7371216,915.8618164,549.0890503,1051.088989,1.66079E+15,3.8833335
235,262.5,883.5,288.7371216,915.8618164,549.3601074,1051.165405,1.66079E+15,3.9
236,262.5,883.5,288.7371216,915.8618164,549.3601074,1051.165405,1.66079E+15,3.91666675
237,262.5,883.5,288.7371216,915.8618164,549.3601074,1051.165405,1.66079E+15,3.9333335
238,262.5,883.5,288.7371216,915.8618164,549.9811401,1051.211792,1.66079E+15,3.95
239,262.5,883.5,288.7371216,915.8618164,549.8369141,1050.836914,1.66079E+15,3.96666675
240,262.5,883.5,288.7371216,915.8618164,549.914856,1050.688599,1.66079E+15,3.98333325
241,262.5,883.5,288.7371216,915.8618164,549.9160767,1050.757813,1.66079E+15,4
242,262.5,883.5,288.7371216,915.8618164,549.9725952,1050.55481,1.66079E+15,4.01666675
243,262.5,883.5,288.7371216,915.8618164,549.9725952,1050.55481,1.66079E+15,4.03333325
244,262.5,883.5,288.7371216,915.8618164,549.7055664,1050.596069,1.66079E+15,4.05
245,262.5,883.5,288.7371216,915.8618164,549.7055664,1050.596069,1.66079E+15,4.0666665
246,262.5,883.5,288.7371216,915.8618164,549.5285645,1050.359497,1.66079E+15,4.08333325
247,262.5,883.5,288.7371216,915.8618164,549.3914795,1050.125244,1.66079E+15,4.1
248,262.5,883.5,288.7371216,915.8618164,549.3914795,1050.125244,1.66079E+15,4.1166665
249,262.5,883.5,288.7371216,915.8618164,549.3914795,1050.125244,1.66079E+15,4.1333335
250,262.5,883.5,288.7371216,915.8618164,549.5285645,1050.359497,1.66079E+15,4.15
251,262.5,883.5,288.7371216,915.8618164,549.5,1050.5,1.66079E+15,4.16666675
252,262.5,883.5,288.7371216,915.8618164,549.5645142,1050.47583,1.66079E+15,4.1833335
253,262.5,883.5,288.7371216,915.8618164,549.914856,1050.688599,1.66079E+15,4.2
254,262.5,883.5,288.7371216,915.8618164,549.914856,1050.688599,1.66079E+15,4.21666675
255,262.5,883.5,288.7371216,915.8618164,549.914856,1050.688599,1.66079E+15,4.23333325
256,262.5,883.5,288.7371216,915.8618164,549.5645142,1050.47583,1.66079E+15,4.25
257,262.5,883.5,288.7371216,915.8618164,549.3853149,1050.385376,1.66079E+15,4.26666675
258,262.5,883.5,288.7371216,915.8618164,549.2199097,1050.5,1.66079E+15,4.28333325
259,262.5,883.5,288.7371216,915.8618164,549.060791,1050.680176,1.66079E+15,4.3
260,262.5,883.5,288.7371216,915.8618164,548.8872681,1050.887329,1.66079E+15,4.3166665
261,262.5,883.5,288.7371216,915.8618164,548.3970337,1050.842896,1.66079E+15,4.33333325
262,262.5,883.5,288.7371216,915.8618164,548.295166,1050.964355,1.66079E+15,4.35
263,262.5,883.5,288.7371216,915.8618164,548.1538696,1050.930786,1.66079E+15,4.3666665
264,262.5,883.5,288.7371216,915.8618164,547.6936646,1050.93689,1.66079E+15,4.3833335
265,262.5,883.5,288.7371216,915.8618164,547.8458252,1050.664429,1.66079E+15,4.4
266,262.5,883.5,288.7371216,915.8618164,547.7476196,1050.69519,1.66079E+15,4.41666675
267,262.5,883.5,288.7371216,915.8618164,547.7268677,1050.8125,1.66079E+15,4.4333335
268,262.5,883.5,288.7371216,915.8618164,547.8728027,1051.170532,1.66079E+15,4.45
269,262.5,883.5,288.7371216,915.8618164,548.1382446,1051.701294,1.66079E+15,4.46666675
270,262.5,883.5,288.7371216,915.8618164,548.1553955,1051.764404,1.66079E+15,4.48333325
271,262.5,883.5,288.7371216,915.8618164,547.7210083,1052.032104,1.66079E+15,4.5
272,262.5,883.5,288.7371216,915.8618164,547.5,1052.450806,1.66079E+15,4.51666675
273,262.5,883.5,288.7371216,915.8618164,547.3726807,1052.564331,1.66079E+15,4.53333325
274,262.5,883.5,288.7371216,915.8618164,547.3726807,1052.564331,1.66079E+15,4.55
275,262.5,883.5,288.7371216,915.8618164,547.3726807,1052.564331,1.66079E+15,4.5666665
276,262.5,883.5,288.7371216,915.8618164,547.3726807,1052.564331,1.66079E+15,4.58333325
277,262.5,883.5,288.7371216,915.8618164,547.3726807,1052.564331,1.66079E+15,4.6
278,262.5,883.5,288.7371216,915.8618164,547.3726807,1052.564331,1.66079E+15,4.6166665
279,262.5,883.5,288.7371216,915.8618164,547.3726807,1052.564331,1.66079E+15,4.6333335
280,262.5,883.5,288.7371216,915.8618164,547.3726807,1052.564331,1.66079E+15,4.65
281,262.5,883.5,288.7371216,915.8618164,547.3726807,1052.564331,1.66079E+15,4.66666675
282,262.5,883.5,288.7371216,915.8618164,547.3726807,1052.564331,1.66079E+15,4.6833335
283,262.5,883.5,288.7371216,915.8618164,546.9824829,1052.274902,1.66079E+15,4.7
284,262.5,883.5,288.7371216,915.8618164,546.9824829,1052.274902,1.66079E+15,4.71666675
285,262.5,883.5,288.7371216,915.8618164,546.6273193,1052.044678,1.66079E+15,4.73333325
286,262.5,883.5,288.7371216,915.8618164,546.1270142,1052.038574,1.66079E+15,4.75
287,262.5,883.5,288.7371216,915.8618164,546.1270142,1052.038574,1.66079E+15,4.76666675
288,262.5,883.5,288.7371216,915.8618164,546.1270142,1052.038574,1.66079E+15,4.78333325
289,262.5,883.5,288.7371216,915.8618164,546.1270142,1052.038574,1.66079E+15,4.8
290,262.5,883.5,288.7371216,915.8618164,546.1270142,1052.038574,1.66079E+15,4.8166665
291,262.5,883.5,288.7371216,915.8618164,546.1270142,1052.038574,1.66079E+15,4.83333325
292,262.5,883.5,288.7371216,915.8618164,546.1270142,1052.038574,1.66079E+15,4.85
293,262.5,883.5,288.7371216,915.8618164,546.3357544,1051.862305,1.66079E+15,4.8666665
294,262.5,883.5,288.7371216,915.8618164,546.3357544,1051.862305,1.66079E+15,4.8833335
295,262.5,883.5,288.7371216,915.8618164,546.3357544,1051.862305,1.66079E+15,4.9
