Frame #,Arm Pink X,Arm Pink Y,Leg Pink X,Leg Pink Y,Shoulder Pink X,Shoulder Pink Y,Back Pink X,Back Pink Y,Neck Green X,Neck Green Y,Timestamp (microseconds),angles,Seconds
133.0,428.9146423,867.4431152,482.4142761,1125.223755,444.6099854,750.0900269,528.5,881.5,534.1635132,724.2893066,1660612331811670.0,0.744876104711461,2.2
134.0,429.2271118,867.3259888,482.4090881,1125.030273,444.0310974,749.7022095,528.7211914,880.7211914,534.5,723.2666626,1660612331828336.8,0.6400587872896998,2.21666675
135.0,429.5964966,867.666687,482.4090881,1125.030273,444.0310974,749.7022095,528.7211914,880.7211914,534.5,723.5,1660612331845003.2,0.6369420974103157,2.23333325
136.0,429.4285583,867.6740112,482.4090881,1125.030273,444.0310974,749.7022095,528.7211914,880.7211914,534.2988281,724.5,1660612331861670.0,0.697164352101379,2.25
137.0,429.8530579,867.7025146,482.4090881,1125.030273,444.0310974,749.7022095,528.7211914,880.7211914,534.2988281,724.5,1660612331878336.8,0.697164352101379,2.26666675
138.0,430.3621521,867.8312988,482.4090881,1125.030273,444.0310974,749.7022095,528.7211914,880.7211914,534.1333618,723.7897339,1660612331895003.2,0.7667490644079985,2.28333325
139.0,430.3534241,867.730896,482.5,1125.0625,444.0310974,749.7022095,528.7211914,880.7211914,534.1333618,723.7897339,1660612331911670.0,0.7667490644079985,2.3
140.0,430.3534241,867.730896,482.5,1125.0625,444.0310974,749.7022095,528.7211914,880.7211914,534.1333618,723.7897339,1660612331928336.5,0.7667490644079985,2.3166665
141.0,430.3534241,867.730896,482.5,1125.0625,444.0310974,749.7022095,528.7211914,880.7211914,534.1333618,723.7897339,1660612331945003.2,0.7667490644079985,2.33333325
142.0,430.1000061,867.6221924,482.5,1125.259766,444.0310974,749.7022095,528.7211914,880.7211914,534.1333618,723.7897339,1660612331961670.0,0.7667490644079985,2.35
143.0,430.4886475,867.5908813,482.5,1125.259766,444.0310974,749.7022095,528.7211914,880.7211914,534.1333618,723.7897339,1660612331978336.5,0.7667490644079985,2.3666665
144.0,430.5,867.5,482.2893066,1126.163574,444.280304,750.0454712,528.5166626,880.5999756,534.5,724.0,1660612331995003.5,0.6299192710315082,2.3833335
145.0,430.2827148,867.1477051,482.5,1126.0,444.2893066,750.1635132,528.5166626,880.5999756,534.5,724.0,1660612332011670.0,0.6299192710315082,2.4
146.0,430.26828,867.6341553,482.5,1126.0,444.5135193,749.9053955,528.7106934,880.8364868,534.5,723.5,1660612332028336.8,0.6364620192241566,2.41666675
147.0,430.2640686,867.2424316,482.5,1126.0,444.5135193,749.9053955,528.7106934,880.8364868,534.5,723.5,1660612332045003.5,0.6364620192241566,2.4333335
148.0,430.1991272,867.8485107,482.5,1126.0,444.2088928,750.2977905,528.6013184,880.8300781,534.5,723.5,1660612332061670.0,0.6361984418503132,2.45
149.0,430.2640686,867.2424316,482.5,1126.0,444.3045349,750.0822754,528.6013184,880.8300781,534.5,723.5,1660612332078336.8,0.6361984418503132,2.46666675
150.0,430.5,867.5,482.5,1126.0,444.3045349,750.0822754,528.6013184,880.8300781,534.5,723.5,1660612332095003.2,0.6361984418503132,2.48333325
151.0,430.5,867.6821899,482.5,1126.0,444.620697,750.3793335,528.7210693,880.8231201,534.2788086,724.2788086,1660612332111670.0,0.7069362121489822,2.5
152.0,430.5,867.6821899,482.5,1126.0,444.620697,750.3793335,528.8300781,880.8300781,534.5,723.5,1660612332128336.8,0.6368016150615798,2.51666675
153.0,429.5,867.5,482.5,1126.0,444.620697,750.3793335,529.0,880.5,534.5,723.5,1660612332145003.2,0.6385482648953853,2.53333325
154.0,429.969696,867.5908813,482.5,1126.0,444.620697,750.3793335,528.7106934,880.8364868,534.5,723.5,1660612332161670.0,0.6364620192241566,2.55
155.0,430.0,867.5,482.5,1125.701172,444.620697,750.3793335,529.0,880.6071167,534.5,723.5,1660612332178336.5,0.6381257291244475,2.5666665
156.0,429.969696,867.5908813,483.0,1126.0,444.5,750.5,529.3435669,880.7640991,534.5794678,723.6256714,1660612332195003.2,0.6079618977937497,2.58333325
157.0,429.7840271,867.7417603,483.0,1126.0,444.5,750.5,528.9629517,880.7160645,534.5,723.5,1660612332211670.0,0.6375991829940826,2.6
158.0,429.5,867.5,483.0,1126.0,444.5,750.5,529.3435669,880.7640991,534.5794678,723.6256714,1660612332228336.5,0.6079618977937497,2.6166665
159.0,429.5,867.5,483.0,1126.0,444.5,750.5,528.9629517,880.7160645,534.5794678,723.6256714,1660612332245003.5,0.6070389510629091,2.6333335
160.0,429.5,867.5,483.0,1126.0,444.5,750.5,529.3435669,880.7640991,534.5794678,723.6256714,1660612332261670.0,0.6079618977937497,2.65
161.0,429.5,867.5,483.0,1126.0,444.2238159,750.5856934,529.3435669,880.7640991,534.5,723.5,1660612332278336.8,0.6384066032857119,2.66666675
162.0,429.5,867.5,482.8717957,1125.717896,444.5,750.5,529.0,880.6071167,534.5,723.5,1660612332295003.5,0.6381257291244475,2.6833335
163.0,429.5,867.5,482.8717957,1125.717896,444.5,750.5,529.0,880.6071167,534.5,723.5,1660612332311670.0,0.6381257291244475,2.7
164.0,429.9060974,867.3849487,482.8717957,1125.717896,444.5,750.5,529.0,880.6071167,534.5,723.5,1660612332328336.8,0.6381257291244475,2.71666675
165.0,430.0,867.5,483.0,1126.0,444.3862305,750.3227539,528.9629517,880.7160645,534.5,724.0,1660612332345003.2,0.6311690430293855,2.73333325
